cuce,entidad,tipo_de_contratacion,modalidad,objeto_de_contratacion,estado,fecha_presentacion,fecha_publicacion,archivos,formularios,ficha_del_proceso,persona_contacto,garantia,costo_pliego,arpc,reuni贸n_aclaracion,fecha_adjudicacion_desierta,departamento,normativa
20-1124-00-1035212-1-1,Gobierno Autonomo Municipal De Culpina,Consultoria,ANPE,"Sistematizacion, Actualizacion,Codificacion Y Revalorizacion Tecnica De Activos Fijos Del G.A.M. De Culpina",Suspendido,2020-03-20,2020-03-12,Documento Base de ContratacionConvocatoriaResolucion/Documento de Suspension,FORM 100FORM 100-E,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,,Chuquisaca,NB-SABS (D.S.0181)
20-1124-00-1031213-1-2,Gobierno Autonomo Municipal De Culpina,Obras,LP,Construcci贸n Cancha De Futbol Con Cesped Sintetico Culpina,Suspendido,2020-04-09,2020-03-18,Especificaciones TecnicasPlanosDocumento Base de ContratacionPlanosConvocatoriaResolucion/Documento de Suspension,FORM 100FORM 100-E,Ver Ficha,Javier Gonzales Escobar  (Telf: 046937615), ,,   - ,24/03/2020 14:30,,Chuquisaca,NB-SABS (D.S.0181)
20-1124-00-1047639-0-E,Gobierno Autonomo Municipal De Culpina,Bienes,OF,Adquisicion De Equipamiento Para Salas De Aislamiento Del Hospital De Segundo Nivel Culpina,Contratado,,2020-07-02,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-06-15,Chuquisaca,Otra Normativa especifica
20-1124-00-1048106-0-E,Gobierno Autonomo Municipal De Culpina,Bienes,OF,Adquisicion Equpamiento Hospitalario Para Proteccion Y Prevencion Covid-19 (Ropa De Cama),Contratado,,2020-07-06,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)InformeActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-06-24,Chuquisaca,Otra Normativa especifica
20-1124-00-1048172-0-E,Gobierno Autonomo Municipal De Culpina,Bienes,OF,Adquisicion De Batas Plasticas Y Barbijos Kn95 Para Atencion Del Covid-19,Contratado,,2020-07-06,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-06-25,Chuquisaca,Otra Normativa especifica
20-1124-00-1048157-0-E,Gobierno Autonomo Municipal De Culpina,Bienes,OF,"Adquisicion De Equipo Medico Para Medidas De Prevencion Del Covid-19 (Aspirador De Secrecion, Negatoscopio, Oximetro Y Monitor)",Contratado,,2020-07-06,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-06-25,Chuquisaca,Otra Normativa especifica
20-1124-00-1048369-0-E,Gobierno Autonomo Municipal De Culpina,Bienes,OF,Adquisicion De Barbijos Quirurgicos Para Protecciondelcovid-19,Contratado,,2020-07-07,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-06-25,Chuquisaca,Otra Normativa especifica
20-1124-00-1048566-0-E,Gobierno Autonomo Municipal De Culpina,Bienes,OF,Adquicion De Insumos De Protecci贸n Y Prevenci贸n Del Covid-19 (Overoles Inpermeables),Contratado,,2020-07-08,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-06-24,Chuquisaca,Otra Normativa especifica
20-1124-00-1050692-0-E,Gobierno Autonomo Municipal De Culpina,Bienes,OF,Adquisicion De Insumos De Laboratorio Para Medidas De Proteccion Y Prevencion Del Covid-19 (Pruebas Rapidas),Contratado,,2020-07-22,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de ServicioActa o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-07-09,Chuquisaca,Otra Normativa especifica
20-1124-00-1051806-0-E,Gobierno Autonomo Municipal De Culpina,Bienes,OF,Adquisicion De Ropa De Bioseguridad Para Proteccion Del Covid-19 (Chaqueta Y Pantalon),Contratado,,2020-07-28,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota)Acta o informe de recepcion definitiva,FORM 400FORM 500,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-06-26,Chuquisaca,Otra Normativa especifica
20-1124-00-1051766-0-E,Gobierno Autonomo Municipal De Culpina,Bienes,OF,"Adquisicion De Equipamiento Hospitalario Para Atencion Del Covid-19 (Camas, Colchones, Mesas De Alimentacion Y Veladores) Culpina",Contratado,,2020-07-28,Contrato/Orden de Compra/Orden de ServicioRes. de Adjudicacion (nota),FORM 400,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-06-26,Chuquisaca,Otra Normativa especifica
20-1124-00-1052014-0-E,Gobierno Autonomo Municipal De Culpina,Servicios Generales,CM,Construccion Y Excavacion De Tres Fosas En El Relleno Sanitario Y Reparo Del Cerco Del Relleno Sanitario Municipal,Contratado,,2020-07-29,Res. de Adjudicacion (nota)Contrato/Orden de Compra/Orden de Servicio,FORM 400,Ver Ficha,Liliana Ortega Martinez (Telf: 046937615), ,,   - , ,2020-05-19,Chuquisaca,NB-SABS (D.S.0181)
